From Zone,To Zone,Distance (km),Approx. Price (Birr)
Borena,Konso,752,376
Borena,Silte,486,243
Borena,South Omo,244,122
Borena,Wolayita,475,237.5
Borena,Afder,762,381
Borena,Dollo,901,450.5
Borena,Erer,798,399
Borena,Fafan,886,443
Borena,Jarar,332,166
Borena,Korahe,545,272.5
Borena,Liben,210,105
Borena,Nogob,475,237.5
Borena,Shabelle,454,227
Borena,Sitti,536,268
Borena,Central,549,274.5
Borena,Eastern,382,191
Borena,North Western,195,97.5
Borena,Southern,557,278.5
Borena,Western,373,186.5
Borena,South Eastern,163,81.5
Borena,Mekelle,305,152.5
Buno Bedele,East Bale,274,137
Buno Bedele,East Guji,922,461
Buno Bedele,East Hararghe,482,241
Buno Bedele,East Shewa,508,254
Buno Bedele,East Wellega,547,273.5
Buno Bedele,Horo Guduru Wellega,862,431
Buno Bedele,Illubabor,692,346
Buno Bedele,Jimma,637,318.5
Buno Bedele,Kellem Wellega,320,160
Buno Bedele,North Shewa,491,245.5
Buno Bedele,Southwest Shewa,703,351.5
Buno Bedele,West Arsi,322,161
Buno Bedele,West Guji,447,223.5
Buno Bedele,West Hararghe,603,301.5
Buno Bedele,West Shewa,647,323.5
Buno Bedele,West Wellega,747,373.5
Buno Bedele,Aleta Chuko,957,478.5
Buno Bedele,Aleta Wondo,847,423.5
Buno Bedele,Aroresa,561,280.5
Buno Bedele,Bensa,852,426
Buno Bedele,Bona,626,313
Buno Bedele,Bursa,965,482.5
Buno Bedele,Dale,718,359
Buno Bedele,Dara,686,343
Buno Bedele,Gorche,841,420.5
Buno Bedele,Hawassa Zuria,480,240
Buno Bedele,Loka Abaya,394,197
Buno Bedele,Malga,171,85.5
Buno Bedele,Shebedino,820,410
Buno Bedele,Wondo Genet,804,402
Buno Bedele,Wonsho,143,71.5
Buno Bedele,Gamo,338,169
Buno Bedele,Gedeo,585,292.5
Buno Bedele,Gofa,990,495
Buno Bedele,Hadiya,347,173.5
Buno Bedele,Halaba,960,480
Buno Bedele,Kembata Tembaro,499,249.5
Buno Bedele,Konso,50,25
Buno Bedele,Silte,779,389.5
Buno Bedele,South Omo,222,111
Buno Bedele,Wolayita,750,375
Buno Bedele,Afder,342,171
Buno Bedele,Dollo,629,314.5
Buno Bedele,Erer,723,361.5
Buno Bedele,Fafan,369,184.5
Buno Bedele,Jarar,764,382
Buno Bedele,Korahe,559,279.5
Buno Bedele,Liben,97,48.5
Buno Bedele,Nogob,533,266.5
Buno Bedele,Shabelle,692,346
Buno Bedele,Sitti,683,341.5
Buno Bedele,Central,703,351.5
Buno Bedele,Eastern,762,381
Buno Bedele,North Western,643,321.5
Buno Bedele,Southern,369,184.5
Buno Bedele,Western,920,460
Buno Bedele,South Eastern,414,207
Buno Bedele,Mekelle,580,290
East Bale,East Guji,290,145
East Bale,East Hararghe,827,413.5
East Bale,East Shewa,895,447.5
East Bale,East Wellega,427,213.5
East Bale,Horo Guduru Wellega,520,260
East Bale,Illubabor,508,254
East Bale,Jimma,658,329
East Bale,Kellem Wellega,507,253.5
East Bale,North Shewa,294,147
East Bale,Southwest Shewa,978,489
East Bale,West Arsi,459,229.5
East Bale,West Guji,98,49
East Bale,West Hararghe,610,305
East Bale,West Shewa,400,200
East Bale,West Wellega,709,354.5
East Bale,Aleta Chuko,479,239.5
East Bale,Aleta Wondo,348,174
East Bale,Aroresa,762,381
East Bale,Bensa,741,370.5
East Bale,Bona,981,490.5
East Bale,Bursa,128,64
East Bale,Dale,731,365.5
East Bale,Dara,761,380.5
East Bale,Gorche,739,369.5
East Bale,Hawassa Zuria,741,370.5
East Bale,Loka Abaya,104,52
East Bale,Malga,176,88
East Bale,Shebedino,963,481.5
East Bale,Wondo Genet,891,445.5
East Bale,Wonsho,699,349.5
East Bale,Gamo,121,60.5
East Bale,Gedeo,260,130
East Bale,Gofa,335,167.5
East Bale,Hadiya,792,396
East Bale,Halaba,355,177.5
East Bale,Kembata Tembaro,534,267
East Bale,Konso,779,389.5
East Bale,Silte,726,363
East Bale,South Omo,914,457
East Bale,Wolayita,617,308.5
East Bale,Afder,437,218.5
East Bale,Dollo,246,123
East Bale,Erer,93,46.5
East Bale,Fafan,173,86.5
East Bale,Jarar,542,271
East Bale,Korahe,269,134.5
East Bale,Liben,564,282
East Bale,Nogob,574,287
East Bale,Shabelle,744,372
East Bale,Sitti,535,267.5
East Bale,Central,442,221
East Bale,Eastern,560,280
East Bale,North Western,732,366
East Bale,Southern,236,118
East Bale,Western,334,167
East Bale,South Eastern,170,85
East Bale,Mekelle,939,469.5
East Guji,East Hararghe,875,437.5
East Guji,East Shewa,977,488.5
East Guji,East Wellega,657,328.5
East Guji,Horo Guduru Wellega,487,243.5
East Guji,Illubabor,344,172
East Guji,Jimma,294,147
East Guji,Kellem Wellega,524,262
East Guji,North Shewa,254,127
East Guji,Southwest Shewa,952,476
East Guji,West Arsi,538,269
East Guji,West Guji,824,412
East Guji,West Hararghe,548,274
East Guji,West Shewa,483,241.5
East Guji,West Wellega,634,317
East Guji,Aleta Chuko,717,358.5
East Guji,Aleta Wondo,874,437
East Guji,Aroresa,910,455
East Guji,Bensa,203,101.5
East Guji,Bona,477,238.5
East Guji,Bursa,555,277.5
East Guji,Dale,805,402.5
East Guji,Dara,899,449.5
East Guji,Gorche,343,171.5
East Guji,Hawassa Zuria,114,57
East Guji,Loka Abaya,92,46
East Guji,Malga,516,258
East Guji,Shebedino,342,171
East Guji,Wondo Genet,584,292
East Guji,Wonsho,292,146
East Guji,Gamo,501,250.5
East Guji,Gedeo,981,490.5
East Guji,Gofa,713,356.5
East Guji,Hadiya,793,396.5
East Guji,Halaba,846,423
East Guji,Kembata Tembaro,533,266.5
East Guji,Konso,972,486
East Guji,Silte,956,478
East Guji,South Omo,892,446
East Guji,Wolayita,636,318
East Guji,Afder,493,246.5
East Guji,Dollo,355,177.5
East Guji,Erer,851,425.5
East Guji,Fafan,963,481.5
East Guji,Jarar,262,131
East Guji,Korahe,466,233
East Guji,Liben,279,139.5
East Guji,Nogob,320,160
East Guji,Shabelle,504,252
East Guji,Sitti,591,295.5
East Guji,Central,298,149
East Guji,Eastern,425,212.5
East Guji,North Western,891,445.5
East Guji,Southern,455,227.5
East Guji,Western,144,72
East Guji,South Eastern,603,301.5
East Guji,Mekelle,713,356.5
East Hararghe,East Shewa,501,250.5
East Hararghe,East Wellega,417,208.5
East Hararghe,Horo Guduru Wellega,723,361.5
East Hararghe,Illubabor,946,473
East Hararghe,Jimma,519,259.5
East Hararghe,Kellem Wellega,912,456
East Hararghe,North Shewa,705,352.5
East Hararghe,Southwest Shewa,856,428
East Hararghe,West Arsi,635,317.5
East Hararghe,West Guji,608,304
East Hararghe,West Hararghe,819,409.5
East Hararghe,West Shewa,545,272.5
East Hararghe,West Wellega,495,247.5
East Hararghe,Aleta Chuko,917,458.5
East Hararghe,Aleta Wondo,819,409.5
East Hararghe,Aroresa,714,357
East Hararghe,Bensa,892,446
East Hararghe,Bona,835,417.5
East Hararghe,Bursa,423,211.5
East Hararghe,Dale,66,33
East Hararghe,Dara,832,416
East Hararghe,Gorche,820,410
East Hararghe,Hawassa Zuria,520,260
East Hararghe,Loka Abaya,820,410
East Hararghe,Malga,919,459.5
East Hararghe,Shebedino,152,76
East Hararghe,Wondo Genet,696,348
East Hararghe,Wonsho,284,142
East Hararghe,Gamo,217,108.5
East Hararghe,Gedeo,662,331
East Hararghe,Gofa,241,120.5
East Hararghe,Hadiya,492,246
East Hararghe,Halaba,426,213
East Hararghe,Kembata Tembaro,631,315.5
East Hararghe,Konso,491,245.5
East Hararghe,Silte,262,131
East Hararghe,South Omo,990,495
East Hararghe,Wolayita,97,48.5
East Hararghe,Afder,741,370.5
East Hararghe,Dollo,784,392
East Hararghe,Erer,630,315
East Hararghe,Fafan,207,103.5
East Hararghe,Jarar,712,356
East Hararghe,Korahe,830,415
East Hararghe,Liben,624,312
East Hararghe,Nogob,761,380.5
East Hararghe,Shabelle,220,110
East Hararghe,Sitti,81,40.5
East Hararghe,Central,50,25
East Hararghe,Eastern,979,489.5
East Hararghe,North Western,98,49
East Hararghe,Southern,719,359.5
East Hararghe,Western,372,186
East Hararghe,South Eastern,69,34.5
East Hararghe,Mekelle,738,369
East Shewa,East Wellega,366,183
East Shewa,Horo Guduru Wellega,357,178.5
East Shewa,Illubabor,772,386
East Shewa,Jimma,869,434.5
East Shewa,Kellem Wellega,526,263
East Shewa,North Shewa,469,234.5
East Shewa,Southwest Shewa,879,439.5
East Shewa,West Arsi,188,94
East Shewa,West Guji,613,306.5
East Shewa,West Hararghe,501,250.5
East Shewa,West Shewa,134,67
East Shewa,West Wellega,348,174
East Shewa,Aleta Chuko,926,463
East Shewa,Aleta Wondo,202,101
East Shewa,Aroresa,695,347.5
East Shewa,Bensa,607,303.5
East Shewa,Bona,562,281
East Shewa,Bursa,758,379
East Shewa,Dale,603,301.5
East Shewa,Dara,552,276
East Shewa,Gorche,215,107.5
East Shewa,Hawassa Zuria,128,64
East Shewa,Loka Abaya,291,145.5
East Shewa,Malga,721,360.5
East Shewa,Shebedino,382,191
East Shewa,Wondo Genet,533,266.5
East Shewa,Wonsho,468,234
East Shewa,Gamo,619,309.5
East Shewa,Gedeo,304,152
East Shewa,Gofa,968,484
East Shewa,Hadiya,993,496.5
East Shewa,Halaba,346,173
East Shewa,Kembata Tembaro,718,359
East Shewa,Konso,77,38.5
East Shewa,Silte,817,408.5
East Shewa,South Omo,362,181
East Shewa,Wolayita,421,210.5
East Shewa,Afder,776,388
East Shewa,Dollo,170,85
East Shewa,Erer,435,217.5
East Shewa,Fafan,708,354
East Shewa,Jarar,993,496.5
East Shewa,Korahe,617,308.5
East Shewa,Liben,580,290
East Shewa,Nogob,818,409
East Shewa,Shabelle,651,325.5
East Shewa,Sitti,826,413
East Shewa,Central,526,263
East Shewa,Eastern,494,247
East Shewa,North Western,844,422
East Shewa,Southern,530,265
East Shewa,Western,861,430.5
East Shewa,South Eastern,547,273.5
East Shewa,Mekelle,651,325.5
East Wellega,Horo Guduru Wellega,116,58
East Wellega,Illubabor,861,430.5
East Wellega,Jimma,978,489
East Wellega,Kellem Wellega,380,190
East Wellega,North Shewa,509,254.5
East Wellega,Southwest Shewa,269,134.5
East Wellega,West Arsi,352,176
East Wellega,West Guji,341,170.5
East Wellega,West Hararghe,325,162.5
East Wellega,West Shewa,545,272.5
East Wellega,West Wellega,211,105.5
East Wellega,Aleta Chuko,483,241.5
East Wellega,Aleta Wondo,992,496
East Wellega,Aroresa,166,83
East Wellega,Bensa,901,450.5
East Wellega,Bona,137,68.5
East Wellega,Bursa,736,368
East Wellega,Dale,737,368.5
East Wellega,Dara,427,213.5
East Wellega,Gorche,215,107.5
East Wellega,Hawassa Zuria,383,191.5
East Wellega,Loka Abaya,370,185
East Wellega,Malga,149,74.5
East Wellega,Shebedino,294,147
East Wellega,Wondo Genet,401,200.5
East Wellega,Wonsho,975,487.5
East Wellega,Gamo,272,136
East Wellega,Gedeo,62,31
East Wellega,Gofa,385,192.5
East Wellega,Hadiya,222,111
East Wellega,Halaba,950,475
East Wellega,Kembata Tembaro,671,335.5
East Wellega,Konso,771,385.5
East Wellega,Silte,532,266
East Wellega,South Omo,677,338.5
East Wellega,Wolayita,248,124
East Wellega,Afder,790,395
East Wellega,Dollo,890,445
East Wellega,Erer,863,431.5
East Wellega,Fafan,793,396.5
East Wellega,Jarar,68,34
East Wellega,Korahe,445,222.5
East Wellega,Liben,128,64
East Wellega,Nogob,534,267
East Wellega,Shabelle,268,134
East Wellega,Sitti,493,246.5
East Wellega,Central,307,153.5
East Wellega,Eastern,978,489
East Wellega,North Western,231,115.5
East Wellega,Southern,239,119.5
East Wellega,Western,269,134.5
East Wellega,South Eastern,288,144
East Wellega,Mekelle,855,427.5
Horo Guduru Wellega,Illubabor,718,359
Horo Guduru Wellega,Jimma,909,454.5
Horo Guduru Wellega,Kellem Wellega,958,479
Horo Guduru Wellega,North Shewa,445,222.5
Horo Guduru Wellega,Southwest Shewa,172,86
Horo Guduru Wellega,West Arsi,532,266
Horo Guduru Wellega,West Guji,145,72.5
Horo Guduru Wellega,West Hararghe,969,484.5
Horo Guduru Wellega,West Shewa,292,146
Horo Guduru Wellega,West Wellega,178,89
Horo Guduru Wellega,Aleta Chuko,308,154
Horo Guduru Wellega,Aleta Wondo,466,233
Horo Guduru Wellega,Aroresa,245,122.5
Horo Guduru Wellega,Bensa,396,198
Horo Guduru Wellega,Bona,370,185
Horo Guduru Wellega,Bursa,447,223.5
Horo Guduru Wellega,Dale,255,127.5
Horo Guduru Wellega,Dara,403,201.5
Horo Guduru Wellega,Gorche,776,388
Horo Guduru Wellega,Hawassa Zuria,704,352
Horo Guduru Wellega,Loka Abaya,243,121.5
Horo Guduru Wellega,Malga,67,33.5
Horo Guduru Wellega,Shebedino,70,35
Horo Guduru Wellega,Wondo Genet,737,368.5
Horo Guduru Wellega,Wonsho,999,499.5
Horo Guduru Wellega,Gamo,750,375
Horo Guduru Wellega,Gedeo,238,119
Horo Guduru Wellega,Gofa,534,267
Horo Guduru Wellega,Hadiya,824,412
Horo Guduru Wellega,Halaba,452,226
Horo Guduru Wellega,Kembata Tembaro,852,426
Horo Guduru Wellega,Konso,606,303
Horo Guduru Wellega,Silte,959,479.5
Horo Guduru Wellega,South Omo,564,282
Horo Guduru Wellega,Wolayita,843,421.5
Horo Guduru Wellega,Afder,685,342.5
Horo Guduru Wellega,Dollo,685,342.5
Horo Guduru Wellega,Erer,820,410
Horo Guduru Wellega,Fafan,94,47
Horo Guduru Wellega,Jarar,450,225
Horo Guduru Wellega,Korahe,770,385
Horo Guduru Wellega,Liben,810,405
Horo Guduru Wellega,Nogob,501,250.5
Horo Guduru Wellega,Shabelle,693,346.5
Horo Guduru Wellega,Sitti,930,465
Horo Guduru Wellega,Central,706,353
Horo Guduru Wellega,Eastern,510,255
Horo Guduru Wellega,North Western,301,150.5
Horo Guduru Wellega,Southern,323,161.5
Horo Guduru Wellega,Western,255,127.5
Horo Guduru Wellega,South Eastern,176,88
Horo Guduru Wellega,Mekelle,164,82
Illubabor,Jimma,710,355
Illubabor,Kellem Wellega,200,100
Illubabor,North Shewa,665,332.5
Illubabor,Southwest Shewa,980,490
Illubabor,West Arsi,517,258.5
Illubabor,West Guji,484,242
Illubabor,West Hararghe,439,219.5
Illubabor,West Shewa,283,141.5
Illubabor,West Wellega,839,419.5
Illubabor,Aleta Chuko,974,487
Illubabor,Aleta Wondo,278,139
Illubabor,Aroresa,261,130.5
Illubabor,Bensa,342,171
Illubabor,Bona,978,489
Illubabor,Bursa,212,106
Illubabor,Dale,630,315
Illubabor,Dara,669,334.5
Illubabor,Gorche,590,295
Illubabor,Hawassa Zuria,139,69.5
Illubabor,Loka Abaya,637,318.5
Illubabor,Malga,903,451.5
Illubabor,Shebedino,137,68.5
Illubabor,Wondo Genet,784,392
Illubabor,Wonsho,84,42
Illubabor,Gamo,937,468.5
Illubabor,Gedeo,957,478.5
Illubabor,Gofa,403,201.5
Illubabor,Hadiya,115,57.5
Illubabor,Halaba,755,377.5
Illubabor,Kembata Tembaro,497,248.5
Illubabor,Konso,991,495.5
Illubabor,Silte,312,156
Illubabor,South Omo,161,80.5
Illubabor,Wolayita,237,118.5
Illubabor,Afder,317,158.5
Illubabor,Dollo,848,424
Illubabor,Erer,716,358
Illubabor,Fafan,337,168.5
Illubabor,Jarar,979,489.5
Illubabor,Korahe,901,450.5
Illubabor,Liben,432,216
Illubabor,Nogob,373,186.5
Illubabor,Shabelle,236,118
Illubabor,Sitti,802,401
Illubabor,Central,345,172.5
Illubabor,Eastern,296,148
Illubabor,North Western,488,244
Illubabor,Southern,552,276
Illubabor,Western,811,405.5
Illubabor,South Eastern,525,262.5
Illubabor,Mekelle,160,80
Jimma,Kellem Wellega,396,198
Jimma,North Shewa,235,117.5
Jimma,Southwest Shewa,967,483.5
Jimma,West Arsi,159,79.5
Jimma,West Guji,509,254.5
Jimma,West Hararghe,663,331.5
Jimma,West Shewa,581,290.5
Jimma,West Wellega,642,321
Jimma,Aleta Chuko,921,460.5
Jimma,Aleta Wondo,504,252
Jimma,Aroresa,925,462.5
Jimma,Bensa,838,419
Jimma,Bona,630,315
Jimma,Bursa,226,113
Jimma,Dale,322,161
Jimma,Dara,133,66.5
Jimma,Gorche,937,468.5
Jimma,Hawassa Zuria,307,153.5
Jimma,Loka Abaya,841,420.5
Jimma,Malga,353,176.5
Jimma,Shebedino,587,293.5
Jimma,Wondo Genet,930,465
Jimma,Wonsho,559,279.5
Jimma,Gamo,74,37
Jimma,Gedeo,224,112
Jimma,Gofa,118,59
Jimma,Hadiya,230,115
Jimma,Halaba,84,42
Jimma,Kembata Tembaro,865,432.5
Jimma,Konso,76,38
Jimma,Silte,624,312
Jimma,South Omo,126,63
Jimma,Wolayita,453,226.5
Jimma,Afder,578,289
Jimma,Dollo,246,123
Jimma,Erer,150,75
Jimma,Fafan,127,63.5
Jimma,Jarar,430,215
Jimma,Korahe,661,330.5
Jimma,Liben,611,305.5
Jimma,Nogob,95,47.5
Jimma,Shabelle,909,454.5
Jimma,Sitti,926,463
Jimma,Central,147,73.5
Jimma,Eastern,145,72.5
Jimma,North Western,921,460.5
Jimma,Southern,762,381
Jimma,Western,453,226.5
Jimma,South Eastern,671,335.5
Jimma,Mekelle,269,134.5
Kellem Wellega,North Shewa,736,368
Kellem Wellega,Southwest Shewa,101,50.5
Kellem Wellega,West Arsi,591,295.5
Kellem Wellega,West Guji,415,207.5
Kellem Wellega,West Hararghe,81,40.5
Kellem Wellega,West Shewa,297,148.5
Kellem Wellega,West Wellega,143,71.5
Kellem Wellega,Aleta Chuko,444,222
Kellem Wellega,Aleta Wondo,992,496
Kellem Wellega,Aroresa,656,328
Kellem Wellega,Bensa,78,39
Kellem Wellega,Bona,528,264
Kellem Wellega,Bursa,534,267
Kellem Wellega,Dale,545,272.5
Kellem Wellega,Dara,836,418
Kellem Wellega,Gorche,252,126
Kellem Wellega,Hawassa Zuria,706,353
Kellem Wellega,Loka Abaya,671,335.5
Kellem Wellega,Malga,428,214
Kellem Wellega,Shebedino,245,122.5
Kellem Wellega,Wondo Genet,236,118
Kellem Wellega,Wonsho,638,319
Kellem Wellega,Gamo,270,135
Kellem Wellega,Gedeo,688,344
Kellem Wellega,Gofa,333,166.5
Kellem Wellega,Hadiya,372,186
Kellem Wellega,Halaba,509,254.5
Kellem Wellega,Kembata Tembaro,67,33.5
Kellem Wellega,Konso,779,389.5
Kellem Wellega,Silte,777,388.5
Kellem Wellega,South Omo,950,475
Kellem Wellega,Wolayita,183,91.5
Kellem Wellega,Afder,819,409.5
Kellem Wellega,Dollo,723,361.5
Kellem Wellega,Erer,103,51.5
Kellem Wellega,Fafan,466,233
Kellem Wellega,Jarar,912,456
Kellem Wellega,Korahe,856,428
Kellem Wellega,Liben,70,35
Kellem Wellega,Nogob,291,145.5
Kellem Wellega,Shabelle,215,107.5
Kellem Wellega,Sitti,402,201
Kellem Wellega,Central,215,107.5
Kellem Wellega,Eastern,150,75
Kellem Wellega,North Western,355,177.5
Kellem Wellega,Southern,567,283.5
Kellem Wellega,Western,178,89
Kellem Wellega,South Eastern,902,451
Kellem Wellega,Mekelle,518,259
North Shewa,Southwest Shewa,422,211
North Shewa,West Arsi,693,346.5
North Shewa,West Guji,767,383.5
North Shewa,West Hararghe,332,166
North Shewa,West Shewa,816,408
North Shewa,West Wellega,132,66
North Shewa,Aleta Chuko,98,49
North Shewa,Aleta Wondo,895,447.5
North Shewa,Aroresa,669,334.5
North Shewa,Bensa,873,436.5
North Shewa,Bona,643,321.5
North Shewa,Bursa,374,187
North Shewa,Dale,380,190
North Shewa,Dara,835,417.5
North Shewa,Gorche,458,229
North Shewa,Hawassa Zuria,408,204
North Shewa,Loka Abaya,516,258
North Shewa,Malga,710,355
North Shewa,Shebedino,91,45.5
North Shewa,Wondo Genet,249,124.5
North Shewa,Wonsho,710,355
North Shewa,Gamo,133,66.5
North Shewa,Gedeo,153,76.5
North Shewa,Gofa,548,274
North Shewa,Hadiya,628,314
North Shewa,Halaba,774,387
North Shewa,Kembata Tembaro,784,392
North Shewa,Konso,511,255.5
North Shewa,Silte,512,256
North Shewa,South Omo,848,424
North Shewa,Wolayita,706,353
North Shewa,Afder,314,157
North Shewa,Dollo,823,411.5
North Shewa,Erer,160,80
North Shewa,Fafan,341,170.5
North Shewa,Jarar,815,407.5
North Shewa,Korahe,642,321
North Shewa,Liben,958,479
North Shewa,Nogob,360,180
North Shewa,Shabelle,563,281.5
North Shewa,Sitti,386,193
North Shewa,Central,487,243.5
North Shewa,Eastern,917,458.5
North Shewa,North Western,435,217.5
North Shewa,Southern,240,120
North Shewa,Western,866,433
North Shewa,South Eastern,1000,500
North Shewa,Mekelle,542,271
Southwest Shewa,West Arsi,477,238.5
Southwest Shewa,West Guji,605,302.5
Southwest Shewa,West Hararghe,446,223
Southwest Shewa,West Shewa,247,123.5
Southwest Shewa,West Wellega,776,388
Southwest Shewa,Aleta Chuko,445,222.5
Southwest Shewa,Aleta Wondo,279,139.5
Southwest Shewa,Aroresa,776,388
Southwest Shewa,Bensa,845,422.5
Southwest Shewa,Bona,857,428.5
Southwest Shewa,Bursa,145,72.5
Southwest Shewa,Dale,119,59.5
Southwest Shewa,Dara,951,475.5
Southwest Shewa,Gorche,229,114.5
Southwest Shewa,Hawassa Zuria,857,428.5
Southwest Shewa,Loka Abaya,56,28
Southwest Shewa,Malga,565,282.5
Southwest Shewa,Shebedino,365,182.5
Southwest Shewa,Wondo Genet,298,149
Southwest Shewa,Wonsho,615,307.5
Southwest Shewa,Gamo,546,273
Southwest Shewa,Gedeo,812,406
Southwest Shewa,Gofa,326,163
Southwest Shewa,Hadiya,94,47
Southwest Shewa,Halaba,987,493.5
Southwest Shewa,Kembata Tembaro,191,95.5
Southwest Shewa,Konso,318,159
Southwest Shewa,Silte,720,360
Southwest Shewa,South Omo,61,30.5
Southwest Shewa,Wolayita,318,159
Southwest Shewa,Afder,103,51.5
Southwest Shewa,Dollo,616,308
Southwest Shewa,Erer,756,378
Southwest Shewa,Fafan,284,142
Southwest Shewa,Jarar,272,136
Southwest Shewa,Korahe,721,360.5
Southwest Shewa,Liben,958,479
Southwest Shewa,Nogob,128,64
Southwest Shewa,Shabelle,918,459
Southwest Shewa,Sitti,791,395.5
Southwest Shewa,Central,556,278
Southwest Shewa,Eastern,625,312.5
Southwest Shewa,North Western,635,317.5
Southwest Shewa,Southern,252,126
Southwest Shewa,Western,315,157.5
Southwest Shewa,South Eastern,450,225
Southwest Shewa,Mekelle,766,383
West Arsi,West Guji,920,460
West Arsi,West Hararghe,605,302.5
West Arsi,West Shewa,109,54.5
West Arsi,West Wellega,446,223
West Arsi,Aleta Chuko,495,247.5
West Arsi,Aleta Wondo,654,327
West Arsi,Aroresa,982,491
West Arsi,Bensa,213,106.5
West Arsi,Bona,295,147.5
West Arsi,Bursa,870,435
West Arsi,Dale,584,292
West Arsi,Dara,278,139
West Arsi,Gorche,819,409.5
West Arsi,Hawassa Zuria,979,489.5
West Arsi,Loka Abaya,514,257
West Arsi,Malga,279,139.5
West Arsi,Shebedino,924,462
West Arsi,Wondo Genet,238,119
West Arsi,Wonsho,155,77.5
West Arsi,Gamo,580,290
West Arsi,Gedeo,116,58
West Arsi,Gofa,844,422
West Arsi,Hadiya,72,36
West Arsi,Halaba,510,255
West Arsi,Kembata Tembaro,195,97.5
West Arsi,Konso,595,297.5
West Arsi,Silte,53,26.5
West Arsi,South Omo,755,377.5
West Arsi,Wolayita,611,305.5
West Arsi,Afder,287,143.5
West Arsi,Dollo,781,390.5
West Arsi,Erer,312,156
West Arsi,Fafan,94,47
West Arsi,Jarar,105,52.5
West Arsi,Korahe,60,30
West Arsi,Liben,433,216.5
West Arsi,Nogob,190,95
West Arsi,Shabelle,229,114.5
West Arsi,Sitti,736,368
West Arsi,Central,443,221.5
West Arsi,Eastern,416,208
West Arsi,North Western,207,103.5
West Arsi,Southern,749,374.5
West Arsi,Western,600,300
West Arsi,South Eastern,871,435.5
West Arsi,Mekelle,332,166
West Guji,West Hararghe,333,166.5
West Guji,West Shewa,898,449
West Guji,West Wellega,735,367.5
West Guji,Aleta Chuko,745,372.5
West Guji,Aleta Wondo,975,487.5
West Guji,Aroresa,978,489
West Guji,Bensa,275,137.5
West Guji,Bona,846,423
West Guji,Bursa,649,324.5
West Guji,Dale,297,148.5
West Guji,Dara,265,132.5
West Guji,Gorche,248,124
West Guji,Hawassa Zuria,536,268
West Guji,Loka Abaya,664,332
West Guji,Malga,839,419.5
West Guji,Shebedino,322,161
West Guji,Wondo Genet,77,38.5
West Guji,Wonsho,979,489.5
West Guji,Gamo,191,95.5
West Guji,Gedeo,252,126
West Guji,Gofa,777,388.5
West Guji,Hadiya,884,442
West Guji,Halaba,913,456.5
West Guji,Kembata Tembaro,209,104.5
West Guji,Konso,888,444
West Guji,Silte,893,446.5
West Guji,South Omo,883,441.5
West Guji,Wolayita,298,149
West Guji,Afder,638,319
West Guji,Dollo,463,231.5
West Guji,Erer,912,456
West Guji,Fafan,446,223
West Guji,Jarar,510,255
West Guji,Korahe,569,284.5
West Guji,Liben,856,428
West Guji,Nogob,735,367.5
West Guji,Shabelle,157,78.5
West Guji,Sitti,231,115.5
West Guji,Central,223,111.5
West Guji,Eastern,630,315
West Guji,North Western,795,397.5
West Guji,Southern,246,123
West Guji,Western,239,119.5
West Guji,South Eastern,558,279
West Guji,Mekelle,973,486.5
West Hararghe,West Shewa,185,92.5
West Hararghe,West Wellega,446,223
West Hararghe,Aleta Chuko,305,152.5
West Hararghe,Aleta Wondo,339,169.5
West Hararghe,Aroresa,719,359.5
West Hararghe,Bensa,958,479
West Hararghe,Bona,687,343.5
West Hararghe,Bursa,508,254
West Hararghe,Dale,910,455
West Hararghe,Dara,656,328
West Hararghe,Gorche,222,111
West Hararghe,Hawassa Zuria,709,354.5
West Hararghe,Loka Abaya,938,469
West Hararghe,Malga,934,467
West Hararghe,Shebedino,121,60.5
West Hararghe,Wondo Genet,749,374.5
West Hararghe,Wonsho,383,191.5
West Hararghe,Gamo,960,480
West Hararghe,Gedeo,244,122
West Hararghe,Gofa,610,305
West Hararghe,Hadiya,288,144
West Hararghe,Halaba,656,328
West Hararghe,Kembata Tembaro,257,128.5
West Hararghe,Konso,200,100
West Hararghe,Silte,442,221
West Hararghe,South Omo,681,340.5
West Hararghe,Wolayita,746,373
West Hararghe,Afder,715,357.5
West Hararghe,Dollo,172,86
West Hararghe,Erer,627,313.5
West Hararghe,Fafan,54,27
West Hararghe,Jarar,461,230.5
West Hararghe,Korahe,741,370.5
West Hararghe,Liben,237,118.5
West Hararghe,Nogob,283,141.5
West Hararghe,Shabelle,177,88.5
West Hararghe,Sitti,418,209
West Hararghe,Central,265,132.5
West Hararghe,Eastern,316,158
West Hararghe,North Western,700,350
West Hararghe,Southern,823,411.5
West Hararghe,Western,787,393.5
West Hararghe,South Eastern,896,448
West Hararghe,Mekelle,977,488.5
West Shewa,West Wellega,647,323.5
West Shewa,Aleta Chuko,573,286.5
West Shewa,Aleta Wondo,563,281.5
West Shewa,Aroresa,87,43.5
West Shewa,Bensa,928,464
West Shewa,Bona,963,481.5
West Shewa,Bursa,602,301
West Shewa,Dale,647,323.5
West Shewa,Dara,914,457
West Shewa,Gorche,184,92
West Shewa,Hawassa Zuria,610,305
West Shewa,Loka Abaya,854,427
West Shewa,Malga,707,353.5
West Shewa,Shebedino,835,417.5
West Shewa,Wondo Genet,112,56
West Shewa,Wonsho,159,79.5
West Shewa,Gamo,203,101.5
West Shewa,Gedeo,369,184.5
West Shewa,Gofa,788,394
West Shewa,Hadiya,601,300.5
